SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
10.0.2.15,1.1.1.1,55217,53,2021-05-03 19:56:25,0.011603832244873047,84,7238.987795356483,141,12151.158085062667,812.25,28.5,112.5,112.5,84,0.0,1.0,0.25333333333333335,3.3662230691788864e-05,0.0058019161224365234,0.0058019161224365234,0.0058019161224365234,0.0,0.0,1.0,1.0,0.0,0.0,0.011603832244873047,0.011603832244873047,0.011603832244873047,-10,-10,0.0,True
10.0.2.15,1.1.1.1,54214,53,2021-05-03 19:56:25,0.03407788276672363,97,2846.420966466806,129,3785.4464399403914,256.0,16.0,113.0,113.0,97,0.0,1.0,0.1415929203539823,0.0002903255234656399,0.017038941383361816,0.017038941383361816,0.017038941383361816,0.0,0.0,1.0,1.0,0.0,0.0,0.03407788276672363,0.03407788276672363,0.03407788276672363,-10,-10,0.0,True
10.0.2.15,1.1.1.1,36216,53,2021-05-03 19:56:25,0.030698776245117188,97,3159.7350730040384,153,4983.912022367194,784.0,28.0,125.0,125.0,97,0.0,1.0,0.224,0.00023560371573694283,0.015349388122558594,0.015349388122558594,0.015349388122558594,0.0,0.0,1.0,1.0,0.0,0.0,0.030698776245117188,0.030698776245117188,0.030698776245117188,-10,-10,0.0,True
10.0.2.15,104.16.249.249,35016,443,2021-05-03 19:56:26,35.84362006187439,17512,488.5667231649658,28109,784.2120843675208,24311.50412524545,155.9214678139141,135.37388724035608,85.0,60,0.9692165154667848,0.483409297623543,1.151783929622083,65.81033203877057,8.112356749969184,17.564739173526934,16.190167903900146,25.208905935287476,0.5083250078833168,-0.9422868097842935,0.46185466631897915,0.0005758789896003189,0.023997478817582463,0.008011720618423151,0.0013118982315063477,-2.09808349609375e-05,0.8375657840366105,0.33473105714333173,2.995296511263718,True
10.0.2.15,142.250.194.74,48064,443,2021-05-03 19:56:32,9.495615005493164,3147,331.41613241264275,95982,10108.03407093431,3029769.9842973873,1740.6234470147147,1254.7974683544303,224.0,54,1.77660045334156,0.6898663064741992,1.3871748157871306,6.388734173394084,2.5275945429190347,8.383977135525473,9.24307894706726,9.09801697731018,-1.0196672729198561,-0.282497777891262,0.3014791789219992,5.045988668715038e-05,0.007103512278243093,0.0035677942736395472,-1.9073486328125e-05,-2.9087066650390625e-05,1.5148285606348568,0.5063525196270305,1.9910094959025537,False
10.0.2.15,34.120.5.221,53164,443,2021-05-03 19:56:32,29.428389072418213,2244,76.25289969076803,15324,520.7216732893625,1083278.351084813,1040.8065867800863,450.46153846153845,60.0,54,1.1254584956158804,0.3809175916997799,2.3105337479749184,93.14601488696137,9.65121831101967,11.357365327003675,8.864953994750977,8.864953994750977,0.7747450897697197,0.2582483632565732,0.8497761613842421,1.944340447112719e-05,0.004409467594974159,0.00217742186326247,0.0008349418640136719,-0.001950979232788086,0.9133619674032317,0.9362584047008401,2.0250864884618065,False
10.0.2.15,52.84.224.97,41310,443,2021-05-03 19:56:32,29.33992600440979,5959,203.102080049703,71587,2439.9175372576083,1199339.2965079367,1095.1435049836787,738.5333333333333,60.0,54,1.8587518354777963,0.6250626791997778,1.4828626624621033,60.071742363909564,7.7505962586054995,6.892090801965622,1.2030510902404785,0.614699125289917,2.2020395032479962,0.8099237100250071,1.1245638633192458,0.00019179338793170095,0.0138489489829265,0.00314788023630778,9.34600830078125e-05,-0.026156187057495117,0.6616574637683127,2.1159777055955686,4.399452311810391,False
10.0.2.15,52.84.224.127,49452,443,2021-05-03 19:56:33,29.111891984939575,2980,102.363666419951,22691,779.4409244077544,622409.955759839,788.9296266206759,435.10169491525426,60.0,54,1.4263694083411815,0.48306171051995644,1.8132074313669073,114.95302819384871,10.721614999329566,6.690872164095863,0.2987329959869385,0.2950429916381836,1.7885754623278203,0.5965359857500588,1.6024241289294423,0.0002510970496648141,0.01584604208200944,0.005086349404376486,0.0014629364013671875,-0.00036597251892089844,0.6859907952263521,0.3440809948048538,3.115405730556951,False
10.0.2.15,35.155.98.26,36454,443,2021-05-03 19:56:35,25.125087022781372,2290,91.14396292134691,4781,190.2878981340435,178034.2177734375,421.9410121965362,220.96875,60.0,54,1.144487584854792,0.3957158587898242,1.9095053585474697,101.82699536072715,10.090936297525971,11.491865038871765,6.358099937438965,25.1107120513916,1.5262503746133438,-1.3496118309515852,0.878093874527147,0.006266667518462399,0.07916228596031319,0.029059475118463688,0.004826068878173828,-0.005631923675537109,0.9183693704514386,0.43823139229952,2.724147137468955,False
10.0.2.15,1.1.1.1,41603,53,2021-05-03 19:56:41,0.014983177185058594,96,6407.185793393164,150,10011.227802176818,729.0,27.0,123.0,123.0,96,0.0,1.0,0.21951219512195122,5.612389963971509e-05,0.007491588592529297,0.007491588592529297,0.007491588592529297,0.0,0.0,1.0,1.0,0.0,0.0,0.014983177185058594,0.014983177185058594,0.014983177185058594,-10,-10,0.0,True
10.0.2.15,216.58.196.99,55348,80,2021-05-03 19:56:41,20.881360054016113,838,40.131485584859085,1116,53.44479464523,37011.12888888889,192.38276661096464,130.26666666666668,60.0,54,1.095732241060233,0.3964319050515201,1.4768380241373946,91.90204344312714,9.586555348149155,9.718177922566731,10.283221960067749,0.0,-0.17682390086344485,1.013729913366952,0.9864560439759048,0.0004981211514996176,0.022318627903605937,0.017726993560791014,0.0036580562591552734,0.0016908645629882812,1.8911024498100093,0.7185087303333658,1.2590193496189228,False
10.0.2.15,117.18.237.29,35876,80,2021-05-03 19:56:41,20.787304878234863,3645,175.34740657103944,6550,315.0961626996731,99179.40408163267,314.9276172101022,291.2857142857143,60.0,54,2.203227360635825,0.7534611171538202,1.0811639629576828,46.6077121543178,6.8269841185048765,6.482552977970668,2.5501749515533447,0.983004093170166,1.7280154566751162,0.8055605212107795,1.0531320209344484,0.00010132191166127242,0.010065878583674274,0.008564207288953993,0.004854917526245117,0.0020418167114257812,1.105504024872184,0.6479703210514379,1.1753427076265561,False
10.0.2.15,117.18.237.29,35878,80,2021-05-03 19:56:41,20.784662008285522,4132,198.80044228541385,7484,360.073211535343,100978.33530571996,317.7708849245317,297.84615384615387,60.0,54,2.245449458681282,0.7673646813302786,1.066896049591661,45.60578309402121,6.753205394034836,6.7631129790575075,9.0724778175354,0.0,-1.02589720157976,1.0014670936902679,0.9985350555205346,2.6817400341769824e-05,0.005178551954144114,0.004977607727050781,0.0024775266647338867,0.0019369125366210938,1.4483282688606889,0.5871709345305272,1.0403696390137984,False
10.0.2.15,52.84.224.79,60426,443,2021-05-03 19:56:41,20.61099886894226,1669,80.97618221283477,6006,291.3978132835744,367241.451303155,606.004497758189,284.25925925925924,60.0,60,1.110186112919302,0.3700620376397673,2.1318725002568213,84.23997117874114,9.178233554379684,6.979460804550736,0.3472330570220947,0.3472330570220947,2.1678118261755923,0.7226039420585308,1.3150347586156381,0.0005737114820350244,0.02395227509100178,0.009942213694254557,0.0014719963073730469,-3.1948089599609375e-05,1.0608867869169816,0.4164181375656122,2.409149091700112,False
10.0.2.15,34.120.237.76,39874,443,2021-05-03 19:56:41,1.104862928390503,1460,1321.4308874738329,4522,4092.8153925730626,341150.775047259,584.0811373835479,260.0869565217391,60.0,54,1.0277011722277973,0.35283960280745763,2.2457148378170517,0.20838933945163537,0.4564968120936173,0.624086390370908,0.8945798873901367,1.0775229930877686,-1.7776257567627214,-0.9932963181873674,0.7314641356340289,0.00012517062432790578,0.011187967837275265,0.006333629290262858,0.0012674331665039062,0.0008280277252197266,1.358476230208608,0.49210023170606243,1.7664386917111377,False
10.0.2.15,34.120.237.76,39876,443,2021-05-03 19:56:41,20.44919490814209,1675,81.91031517495483,4696,229.64229257408232,139178.5588585018,373.0664268712769,219.68965517241378,60.0,60,1.2841385099564042,0.428046169985468,1.6981519980014175,79.08907977509092,8.893204134342747,5.97323698833071,0.839616060256958,0.1523590087890625,1.7317563559289035,0.6545310207221325,1.4888416702227742,8.111163731147242e-05,0.009006199937347184,0.005743212170071072,0.002454042434692383,-3.0040740966796875e-05,1.0956351485399718,0.6410309510337615,1.568146826314399,False
10.0.2.15,34.120.237.76,39878,443,2021-05-03 19:56:41,1.1031599044799805,1514,1372.4211638327135,4576,4148.084046035996,158105.28,397.62454652599104,243.6,60.0,54,1.3852263518746233,0.47683172896773524,1.6322846737520158,0.22775631607089905,0.4772382173201336,0.5858131313323974,0.8494110107421875,0.0712277889251709,-1.657020769773981,1.0782567777090666,0.8146594738064055,0.00010350774615447762,0.010173875670287977,0.0060318538120814735,0.0014219284057617188,-1.811981201171875e-05,1.3593419722385702,0.5946577115898591,1.6866913534791343,False
10.0.2.15,34.120.237.76,39880,443,2021-05-03 19:56:41,1.1176929473876953,1514,1354.5759625114977,4576,4094.1476911840246,157485.12000000002,396.84394917901926,243.6,60.0,54,1.387951110605267,0.47776966334560395,1.6290802511453992,0.20263006034561168,0.4501444882986036,0.615976266860962,0.8522040843963623,0.16048598289489746,-1.5743466176488992,1.01187573280674,0.7307821948929245,9.937064855736879e-05,0.00996848276105089,0.005357435771397182,0.0013289451599121094,-2.09808349609375e-05,1.2123682333760841,0.5395421485176065,1.860681711626228,False
10.0.2.15,34.120.237.76,39882,443,2021-05-03 19:56:41,1.0998868942260742,1460,1327.4092160424516,4522,4111.331832153402,344474.6011342155,586.9195865995746,260.0869565217391,60.0,54,1.0227310235852545,0.35113320670680187,2.256628300198966,0.21857955702574985,0.46752492663573547,0.6141137040179708,0.8276019096374512,1.0727319717407227,-1.3699047481107862,-0.9809493389431124,0.7613002666718772,0.00010159490223158072,0.010079429658050138,0.00676576296488444,0.0014188289642333984,0.000762939453125,1.591439451054834,0.5955519027770748,1.4897698471501646,False
10.0.2.15,34.120.237.76,39884,443,2021-05-03 19:56:41,1.098356008529663,1514,1378.4237426139703,4576,4166.226582695857,157485.12000000002,396.84394917901926,243.6,60.0,54,1.387951110605267,0.47776966334560395,1.6290802511453992,0.22424236442816892,0.4735423575860653,0.5639084815979004,0.8083100318908691,1.0725491046905518,-1.5483401624650819,-1.0741185343704065,0.8397503726920862,9.234313856444603e-05,0.00960953373293658,0.006823812212262835,0.0017368793487548828,-2.5987625122070312e-05,1.5880893927472908,0.7128129238890422,1.4082353725484447,False
10.0.2.15,117.18.237.29,35894,80,2021-05-03 19:56:42,6.21235203742981,236,37.988832342096075,180,28.974533142276666,43.10204081632652,6.565214453186318,59.42857142857143,60.0,54,-0.26111648393354586,0.8268688657895651,0.11047235858726977,9.395677983474432,3.065237019134806,3.549387182508196,6.191478967666626,0.0,-2.585860508011404,1.1579486872796696,0.8635961256187153,1.0705574155167596e-05,0.003271937370300293,0.011663079261779785,0.011663079261779785,0.008391141891479492,0.0,1.0,0.2805380377566769,False
10.0.2.15,52.84.224.97,41338,443,2021-05-03 19:56:43,18.963025093078613,1665,87.80244669969427,7016,369.9831627898228,240811.1385459534,490.7251150552144,321.51851851851853,60.0,54,1.5987678875316593,0.5451494335854777,1.5262732526772018,60.960870259682125,7.807744249121005,5.168891491713347,0.3544931411743164,0.24989008903503418,1.8498550401728522,0.6300156928465085,1.510525856779584,0.0006606380662170512,0.02570288050427522,0.017686949835883245,0.004888057708740234,-0.0012030601501464844,1.4938666650627903,0.7349374706421605,1.4532115906231198,False
10.0.2.15,162.159.153.4,54100,443,2021-05-03 19:56:43,18.9027259349823,3299,174.52509290708758,106406,5629.135203356036,16199447.141891891,4024.853679563009,1482.5,60.0,54,1.0602869917157673,0.3549197346610366,2.7149097332634122,20.533140741395865,4.531350873789831,6.740113915623845,5.755173325538635,5.792482852935791,0.6520840810070268,0.20912771689549067,0.6722958885436616,0.00935465741486197,0.09671947794969724,0.023565654401425964,0.0010721683502197266,-0.005089998245239258,0.6976925391255169,0.29627592346568205,4.104255977879601,False
10.0.2.15,1.1.1.1,40734,53,2021-05-03 19:56:43,0.8568389415740967,85,99.20184048106721,248,289.43595810946664,6642.25,81.5,166.5,166.5,85,0.0,1.0,0.4894894894894895,0.18354324294945457,0.42841947078704834,0.42841947078704834,0.42841947078704834,0.0,0.0,1.0,1.0,0.0,0.0,0.8568389415740967,0.8568389415740967,0.8568389415740967,-10,-10,0.0,True
10.0.2.15,1.1.1.1,60037,53,2021-05-03 19:56:43,0.843796968460083,85,100.73513318627316,242,286.7988497773895,6162.25,78.5,163.5,163.5,85,0.0,1.0,0.4801223241590214,0.17799833099560658,0.4218984842300415,0.4218984842300415,0.4218984842300415,0.0,0.0,1.0,1.0,0.0,0.0,0.843796968460083,0.843796968460083,0.843796968460083,-10,-10,0.0,True
10.0.2.15,54.192.66.110,36326,443,2021-05-03 19:56:43,18.460262060165405,2752,149.07697361124795,14269,772.95760772489,614818.0440816325,784.1033376294431,486.3142857142857,60.0,54,1.6310896737277614,0.551348610530455,1.6123386885042306,31.496314140487623,5.612157708091214,7.372056429726737,6.965083122253418,6.965084075927734,0.21754911139787098,0.07251620053589337,0.7612743827436007,0.0012791174038083157,0.035764750856231556,0.013690731742165306,0.0012941360473632812,-0.0001308917999267578,1.0398447128543669,0.38645938280550945,2.6123330388602777,False
10.0.2.15,34.98.75.36,46140,443,2021-05-03 19:56:43,18.375784873962402,2085,113.46454120467769,5341,290.6542515943326,234328.31346938774,484.0746982330183,212.17142857142858,60.0,60,0.9430657858811166,0.31435526196037217,2.281526318092599,57.21781201015848,7.5642456339121145,4.408801916667393,0.3517189025878906,0.33132386207580566,1.60904994777962,0.5390462250870582,1.7157145584871085,1.5853793058325636e-05,0.0039816821895180985,0.003657557747580788,0.0024940967559814453,-0.00035691261291503906,0.876610138294455,1.0082347534075031,1.088617723712413,False
10.0.2.15,142.250.192.196,44510,443,2021-05-03 19:56:43,0.11613702774047852,807,6948.688249567863,1646,14172.913084000871,203515.80246913576,451.12725751071144,272.55555555555554,60.0,54,1.4134962054504676,0.4844654183866649,1.6551754250291084,0.001575615337995057,0.03969402143894036,0.05210240681966146,0.04164004325866699,0.0,0.7907258963737107,1.3126008635786222,0.7618462152109516,3.7409361577071344e-05,0.006116319283447468,0.008468389511108398,0.0076520442962646484,0.0014190673828125,0.4004100392795141,1.152543188412908,0.7222529473194867,False
10.0.2.15,103.68.221.190,57332,443,2021-05-03 19:56:44,18.002739906311035,7977,443.0992194251268,170774,9486.00051374033,7568384.9999359995,2751.069791905687,1430.008,85.0,54,1.4667108816621146,0.500171970936015,1.9238142667073799,11.093036779699705,3.3306210801740423,9.127940362930298,9.61685585975647,9.61685585975647,-0.44038227560904947,-0.14679409186968317,0.36488199393809684,0.0001706179345005844,0.013062080021979056,0.001357624928156535,0.0008103847503662109,-3.409385681152344e-05,0.1256859956919964,0.10654649049969585,9.621272968017417,False
10.0.2.15,1.1.1.1,50553,53,2021-05-03 19:56:44,0.02391505241394043,95,3972.3935517959862,156,6523.0883587386725,930.25,30.5,125.5,125.5,95,0.0,1.0,0.24302788844621515,0.0001429824329903795,0.011957526206970215,0.011957526206970215,0.011957526206970215,0.0,0.0,1.0,1.0,0.0,0.0,0.02391505241394043,0.02391505241394043,0.02391505241394043,-10,-10,0.0,True
10.0.2.15,52.84.224.97,41350,443,2021-05-03 19:56:44,17.571705102920532,5497,312.83247515270233,121770,6929.890940393771,1344720.327498071,1159.6207688283575,883.7986111111111,76.0,54,2.089817549388885,0.7155775693371826,1.312087113794491,16.66077406953425,4.081761148025966,2.277947038412094,0.8207671642303467,0.842149019241333,1.0709934912922134,0.3517594408641834,1.7918595468625427,0.17343606150010507,0.4164565541567392,0.058381824657834806,0.0008864402770996094,-2.193450927734375e-05,0.41417562389302204,0.1402397406984525,7.133325424436713,False
10.0.2.15,34.215.46.102,52710,443,2021-05-03 19:56:51,10.703145027160645,1755,163.97049610618708,4383,409.50580309596467,347455.8525519849,589.4538595615309,266.8695652173913,60.0,54,1.0528537316115256,0.36113015762715633,2.208771386431282,18.586056911514447,4.311154939400166,3.2961999748064126,1.0451650619506836,0.0,1.5664258959588175,0.7645746954446111,1.307916683560245,0.008993330997810163,0.09483317456359965,0.05443661553519113,0.0023720264434814453,0.0009090900421142578,1.6470372102789625,0.5644388236437109,1.7420843237819172,False
10.0.2.15,34.215.46.102,52712,443,2021-05-03 19:56:51,10.720739841461182,1961,182.91648048542942,4557,425.06394776751756,140363.59693877556,374.6513004632115,232.78571428571428,60.0,54,1.383572250293156,0.47720564179189323,1.6094256540303655,21.400996540224295,4.626121111711656,3.893790985856737,1.0089359283447266,0.5904128551483154,1.8708038470125263,0.7140708275763619,1.188076383276589,0.007497809957916008,0.08658989524139643,0.04250033696492513,0.002171039581298828,-3.0994415283203125e-05,1.397251859626199,0.4911812315009614,2.0373931461498227,False
10.0.2.15,34.215.46.102,52714,443,2021-05-03 19:56:51,10.719241857528687,1930,180.05004697645288,4383,408.89085797813107,356401.0321361059,596.9933267098602,274.4782608695652,60.0,54,1.0777922529800839,0.36931444792634677,2.175011328104987,18.668512531322055,4.320707410982842,3.290878907493923,0.9907078742980957,10.445127010345459,1.597079469451463,-1.6558048074873326,1.312934183370836,0.009865472548642945,0.09932508519323276,0.0633325179417928,0.011023998260498047,0.0014910697937011719,1.579918695650673,0.6226166131927469,1.5683110102225803,False
10.0.2.15,34.215.46.102,52716,443,2021-05-03 19:56:51,10.427520990371704,1790,171.66112651825915,4437,425.50861360978536,147867.3536,384.5352436383433,249.08,60.0,54,1.4751313680196534,0.5073137072020203,1.5438222403980377,16.533835824858617,4.066181971439377,3.0799893856048586,0.6589510440826416,0.5730330944061279,1.7862247866874486,0.6165381453184938,1.3201935014593718,0.0086678082490117,0.09310106470396404,0.0381656289100647,0.002191901206970215,-0.013605833053588867,1.159183124837974,0.5560780870581091,2.439395533697396,False
10.0.2.15,34.215.46.102,52718,443,2021-05-03 19:56:51,5.922264814376831,1038,175.27078449449974,4173,704.6290787047662,143724.44270833334,379.11006674623314,217.125,60.0,54,1.243372417001859,0.4302840106569679,1.7460452124178845,6.499315975677111,2.5493756050604057,2.486089209715525,0.6411259174346924,0.5723459720611572,2.1710766612247996,0.750671354136937,1.0254562045068858,0.00811727283596042,0.09009590909669773,0.05520486831665039,0.017104506492614746,-3.0994415283203125e-05,1.2686601047493775,0.6130784769888974,1.6320283309058057,False
10.0.2.15,34.215.46.102,52720,443,2021-05-03 19:56:51,10.45307207107544,1736,166.07557933171276,4383,419.30257155005586,346637.9546313799,588.7596747666911,266.04347826086956,60.0,54,1.0498858214560236,0.3601528558233823,2.2130205130959135,17.48577189780134,4.181599203391131,3.2953120625537373,0.8992271423339844,10.182255029678345,1.7190205017328861,-1.6469639083390721,1.268953933349352,0.009820464108517828,0.09909825482074762,0.05237881342569987,0.006432533264160156,0.0011289119720458984,1.390931058613967,0.5171625024714772,1.8919530309963968,False
10.0.2.15,117.18.237.29,35922,80,2021-05-03 19:56:52,6.100013017654419,236,38.68844202741503,180,29.508133749723328,43.10204081632652,6.565214453186318,59.42857142857143,60.0,54,-0.26111648393354586,0.8268688657895651,0.11047235858726977,9.00888525135378,3.0014805099073656,3.4745491913386752,6.049586057662964,0.0,-2.573766703956137,1.157611778543886,0.8638474646982777,3.5586847445756575e-05,0.005965471267700195,0.007219552993774414,0.007219552993774414,0.0012540817260742188,0.0,1.0,0.8262937155311911,False
10.0.2.15,103.68.221.190,57350,443,2021-05-03 19:56:52,9.43556809425354,3613,382.9128213488696,60461,6407.775281365626,3665327.3252551025,1914.5044594503045,1144.1785714285713,67.0,54,1.6879227929370075,0.5694311998320365,1.673256698960843,6.324731592003626,2.5149019050459254,2.947955616882869,2.6381455659866333,2.637850046157837,0.36956914733886403,0.12330722327691317,0.8531003284592021,0.0011388493362769335,0.03374684187115786,0.01699610760337428,0.0009851455688476562,-0.0003540515899658203,1.42332981222257,0.5141268999209263,1.9855629688092828,False
10.0.2.15,103.68.221.190,57352,443,2021-05-03 19:56:52,9.426604986190796,6906,732.6073395582741,154723,16413.438372208926,3153402.404753773,1775.7821951899882,1335.7768595041323,74.0,54,2.131641250129445,0.7218097258639294,1.3294003280227469,3.419325186486324,1.8491417432112456,2.714876336499679,2.7038052082061768,2.6293110847473145,0.01796151376845137,0.04627295450254171,0.6811145385706094,0.0003458126656279169,0.018596038976833665,0.006489374420859597,-2.288818359375e-05,-2.384185791015625e-05,1.0505886677102758,0.35024750630409546,2.8656135046019413,False
10.0.2.15,103.68.221.190,57354,443,2021-05-03 19:56:52,2.18674898147583,2257,1032.1257808368832,4694,2146.565536219907,554291.9047619047,744.5078271998923,331.0,60.0,60,1.0919965785419719,0.36399885951399064,2.2492683601205203,0.6950736552538365,0.8337107743419395,1.1899665877932595,1.158024787902832,0.0,0.11493842063744321,1.4273134334056292,0.7006169609249444,0.00017101556454216885,0.013077291942224463,0.009627938270568848,0.0043184757232666016,0.0003719329833984375,1.2180188155375309,0.7077922040789091,1.358265038133841,False
10.0.2.15,103.68.221.190,57356,443,2021-05-03 19:56:52,9.423320770263672,3024,320.905981418203,81033,8599.19788103877,8387524.865014792,2896.1223843295697,1616.4807692307693,60.0,54,1.6123083516628556,0.539507852874274,1.7916219230419552,5.544858942606595,2.3547524164137927,3.3185575237640967,2.934777855873108,2.9347639083862305,0.48894269972824417,0.16298682303185436,0.7095710710305538,0.00016694477351020254,0.01292071102959131,-0.0008532702922821045,-1.5497207641601562e-05,-0.029775142669677734,-0.19451864902523144,2.2384118266524258,-15.142576914326137,False
